,stop_name,NAME,CATEGORY,dist
4083,BERGAMOT AVE AT ISLINGTON AVE,Toronto Congress Centre,Convention & Trade Centres,0.03220452969868533
4084,MARKHAM RD AT BLAKEMANOR BLVD SOUTH SIDE,Scarborough Village Theatre,Performing Arts,0.010543091717566079
4085,DANFORTH AVE AT CHESTER AVE,The Danforth Music Hall,Performing Arts,0.00480601579932261
4086,WILSON AVE AT AGATE RD WEST SIDE,Downsview Park,Nature/ Park,0.024022912036128913
4087,MIDDLEFIELD RD AT NASHDENE RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.03468645696092353
4088,OPPOSITE 4000 VICTORIA PARK AVE,Historic Zion Schoolhouse,Museum,0.031229926205977882
4089,BLOOR ST WEST AT DOVERCOURT RD,Lower Ossington Theatre,Performing Arts,0.016080402466324955
4090,ORFUS RD AT DUFFERIN ST WEST SIDE,Yorkdale Mall,Landmark,0.009329962951479738
4091,MARKHAM RD AT OPPOSITE WALKWAY TO CLANDFIELD ST,Chinese Cultural Centre of Greater Toronto,Attraction,0.06671717169419034
4092,BAYVIEW AVE AT HOLMES AVE,Gibson House Museum,Museum,0.025332065982707434
4093,MAPLE LEAF DR AT STELLA ST,James Garden Park,Garden / Conservatory,0.03998776506188595
4094,AIRPORT RD AT FLIGHT TRAINING CENTRE,Toronto Pearson International Airport,Transportation,0.02158746632905394
4095,MCLEVIN AVE AT MALVERN ST WEST SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.0056083564501584375
4096,YONGE ST AT STEELES AVE WEST SOUTH SIDE,Gibson House Museum,Museum,0.026205927191206575
4097,STEELES AVE EAST AT OLD ENGLISH LANE,Historic Zion Schoolhouse,Museum,0.031618120382511834
4098,130 MILVAN DR,Black Creek Pioneer Village,Museum,0.04886378537334569
4099,WARDEN AVE AT UPTON RD,Rosetta McClain Gardens,Nature/ Park,0.033670409486835494
4100,1120 TAPSCOTT RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.03296113571047298
4101,GERRARD ST EAST AT BLANTYRE AVE EAST SIDE,Balmy Beach Park,Nature/ Park,0.015194702808216828
4102,MILITARY TRAIL AT OLD KINGSTON RD,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,0.03663518341284326
4103,MARKHAM RD AT FINCH AVE EAST,Chinese Cultural Centre of Greater Toronto,Attraction,0.01935528400474894
4104,DAVENPORT RD AT OLD WESTON RD EAST SIDE,Taras H. Shevchenko Museum,Museum,0.014616978661733426
4105,THE QUEENSWAY AT WINDERMERE AVE,Colborne Lodge,Museum,0.011538789964705903
4106,MIDLAND AVE AT HAVENDALE RD,Scarborough Museum,Museum,0.04183110827124677
4107,WILLOWDALE AVE AT FINCH AVE EAST,Gibson House Museum,Museum,0.012377143380534111
4108,LAWRENCE AVE EAST AT KINGSTON RD,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,0.018406431300764272
4109,DUFFERIN ST AT BOWIE AVE,Yorkdale Mall,Landmark,0.03005286013828517
4110,EGLINTON AVE WEST AT OPPOSITE WALKWAY TO RANGOON RD,Centennial Park,Nature/ Park,0.014422715955679828
4111,YONGE ST AT DAVENPORT RD,Toronto Reference Library,Landmark,0.001755800338952893
4112,4121 LAWRENCE AVE EAST,Cedar Ridge Creative Centre,Gallery,0.015493326334048766
4113,225 CARRIER DR,BAPS Shri Swaminarayan Mandir,Landmark,0.011779916069457467
4114,JONES AVE AT DANFORTH AVE SOUTH SIDE,Riverdale Park (East and West),Nature/ Park,0.01578066778708225
4115,MIDDLEFIELD RD AT PASSMORE AVE EAST SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.0437714368938081
4116,DANFORTH RD AT EGLINTON AVE EAST,Scarborough Museum,Museum,0.024855894561840463
4117,BATHURST ST AT QUEEN ST WEST,Factory Theatre,Performing Arts,0.0014734536288206275
4118,BATHURST ST AT WELLS ST,Randolph Centre for the Arts,Performing Arts,0.004999823665853681
4119,DANFORTH AVE AT BROADVIEW AVE,The Danforth Music Hall,Performing Arts,0.002521972389082906
4120,STEELES AVE WEST AT HIGHWAY 27,BAPS Shri Swaminarayan Mandir,Landmark,0.01734425495449096
4121,MILNER AVE AT MARKHAM RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.00831184110992428
4122,WOODBINE HEIGHTS BLVD AT PARKVIEW HILL CRES,Ontario Science Centre,Attraction,0.021982972650262996
4123,DUNDAS ST WEST AT THE EAST MALL CRES,CF Sherway Gardens,Landmark,0.018198480931771097
4124,STEELES AVE WEST AT GIHON SPRING DR,Humber Arboretum,Nature/ Park,0.029515020045474318
4125,WILLOWDALE AVE AT SILVERVIEW DR,Gibson House Museum,Museum,0.01595138379507893
4126,FINCH AVE EAST AT KENNETH AVE,Gibson House Museum,Museum,0.008852922460950383
4127,PHARMACY AVE AT TEESDALE PLACE,Balmy Beach Park,Nature/ Park,0.024323270131983495
4128,HUMBER COLLEGE BLVD AT JOHN GARLAND BLVD WEST SIDE,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.01264659429597886
4129,160 TYCOS DR,Yorkdale Mall,Landmark,0.026891831722062255
4130,STEELES AVE WEST AT YONGE ST WEST SIDE,Gibson House Museum,Museum,0.027053640119668484
4131,SYMINGTON AVE AT WALLACE AVE,Museum of Contemporary Canadian Art,Gallery,0.005771071966036689
4132,OAKWOOD AVE AT CLOVELLY AVE,Solar Stage Children's Theatre,Performing Arts,0.021846485191971247
4133,105 NUGGET AVE,Chinese Cultural Centre of Greater Toronto,Attraction,0.02271928859483907
4134,KING ST WEST AT SHAW ST,Coca-Cola Coliseum (formerly Ricoh Coliseum),Sports / Entertainment Venue,0.0035328674725449575
4135,OPPOSITE 200 BROCKPORT DR,Toronto Congress Centre,Convention & Trade Centres,0.013660753544460317
4136,GENTIAN DR AT SAGAMORE CRES,Centennial Park,Nature/ Park,0.005980559730110939
4137,GLENORCHY RD AT SAINTFIELD AVE NORTH SIDE,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.009975057076558469
4138,SHEPPARD AVE EAST AT OPPOSITE WALKWAY TO WINSTANLY CRES,Chinese Cultural Centre of Greater Toronto,Attraction,0.023460739479931107
4139,MCNICOLL AVE AT MCCOWAN RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.044020863439293484
4140,WILMINGTON AVE AT SHEPPARD AVE WEST,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.017769782358869758
4141,VICTORIA PARK AVE AT IVORDALE CRES (SOUTH),Aga Khan Museum,Museum,0.03143212395287006
4142,LAIRD DR AT VANDERHOOF AVE,Todmorden Mills Heritage Site,Landmark,0.023592432741993626
4143,VAUGHAN RD AT KENWOOD AVE,Solar Stage Children's Theatre,Performing Arts,0.005679783673504389
4144,SHERBOURNE ST AT FRONT ST EAST,Young People's Theatre,Performing Arts,0.001956004162673844
4145,BAYVIEW AVE AT EMPRESS AVE SOUTH SIDE,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.024667510727489787
4146,176 JOHN GARLAND BLVD,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.01632924677455567
4147,GARRATT BLVD AT REGENT RD SOUTH SIDE,Yorkdale Mall,Landmark,0.01743341162361798
4148,STEEPROCK DR AT CHESSWOOD DR,Downsview Park,Nature/ Park,0.009660799055055534
4149,DONLANDS AVE AT COSBURN AVE,Todmorden Mills Heritage Site,Landmark,0.018810641532389323
4150,FINCH AVE EAST AT MIDDLEFIELD RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.0276465276010829
4151,REXDALE BLVD AT BRYDON DR,Toronto Congress Centre,Convention & Trade Centres,0.01966374090752408
4152,JONES AVE AT BOULTBEE AVE,Riverdale Park (East and West),Nature/ Park,0.01744827143536096
4153,PARLIAMENT ST AT SHUTER ST,Alumnae Theatre,Performing Arts,0.0021047180707792846
4154,KING ST WEST AT DUNN AVE,Medieval Times Dinner and Tournament,Performing Arts,0.008590901541195902
4155,BIRCHMOUNT RD AT PARNELL AVE,Rosetta McClain Gardens,Nature/ Park,0.013285447830063756
4156,SHEPPARD AVE EAST AT MIDLAND AVE,Scarborough Museum,Museum,0.0337483641838579
4157,KEELE ST AT SHEPPARD AVE WEST NORTH SIDE,Downsview Park,Nature/ Park,0.008112715137245223
4158,THE EAST MALL AT WEST DEANE VALLEY RD,Centennial Park,Nature/ Park,0.01610019590202919
4159,EGLINTON AVE WEST AT CALEDONIA RD,Taras H. Shevchenko Museum,Museum,0.035834978580312246
4160,MARTIN GROVE RD AT ROYALCREST RD,Humber Arboretum,Nature/ Park,0.0223909863281244
4161,1816 LAKE SHORE BLVD EAST,Woodbine Beach,Nature/ Park,0.004688932936380249
4162,DON MILLS RD AT CLIFFWOOD RD (NORTH),Historic Zion Schoolhouse,Museum,0.01593789958919714
4163,THE EAST MALL AT CAPRI RD,Centennial Park,Nature/ Park,0.024142172136677343
4164,LAWRENCE AVE EAST AT DON MILLS RD,Aga Khan Museum,Museum,0.015182635386386128
4165,WARDEN AVE AT SHERWOOD AVE SOUTH SIDE,Aga Khan Museum,Museum,0.04100274726296592
4166,COLLEGE ST AT BAY ST,Toronto Police Museum & Discovery Centre,Museum,0.0029426562318519934
4167,STEELES AVE EAST AT SHADLOCK ST,Chinese Cultural Centre of Greater Toronto,Attraction,0.04681208040517317
4168,FINCH AVE EAST AT BAYVIEW AVE,Gibson House Museum,Museum,0.025467615412249893
4169,OPPOSITE 1750 BRIMLEY RD,Scarborough Museum,Museum,0.018151166731368632
4170,KING ST WEST AT ATLANTIC AVE,The Theatre Centre,Performing Arts,0.005316258513256838
4171,BATHURST ST AT KING ST WEST,Factory Theatre,Performing Arts,0.00344579759069933
4172,ELLESMERE RD AT PHARMACY AVE,Aga Khan Museum,Museum,0.03855688611503336
4173,BIRCHMOUNT RD AT LAWRENCE AVE EAST,Scarborough Museum,Museum,0.031371802789059246
4174,MCLEVIN AVE AT FAWCETT TRAIL WEST SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.028669566507732804
4175,MCCOWAN RD AT ALTON TOWERS CIR (SOUTH),Chinese Cultural Centre of Greater Toronto,Attraction,0.0484102716368904
4176,PAPE AVE AT FLOYD AVE,Todmorden Mills Heritage Site,Landmark,0.012206038897202919
4177,BATHURST ST AT DUPONT ST,Tarragon Theatre,Performing Arts,0.004156148617114919
4178,YONGE ST AT SCOLLARD ST,Toronto Reference Library,Landmark,0.001714762924629218
4179,PHARMACY AVE AT MCNICOLL AVE,CF Fairview Mall,Landmark,0.027970076415493293
4180,LAKE SHORE BLVD WEST AT THIRTEENTH ST,Famous PEOPLE Players,Performing Arts,0.019906575464194096
4181,SHEPPARD AVE EAST AT PARKWAY FOREST DR EAST SIDE,CF Fairview Mall,Landmark,0.004174559138600056
4182,620 EVANS AVE,CF Sherway Gardens,Landmark,0.007437308049106991
4183,BRIMLEY RD AT SHEPPARD AVE EAST,Scarborough Museum,Museum,0.030415841445452032
4184,BATHURST ST AT TOWNSGATE DR,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.028176663963886583
4185,HAREFIELD DR AT HINTON RD,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.030695097191177703
4186,THE EAST MALL AT BURNHAMTHORPE RD,Centennial Park Conservatory,Nature/ Park,0.02893471926498425
4187,BROADVIEW AVE AT COSBURN AVE NORTH SIDE,Todmorden Mills Heritage Site,Landmark,0.005101824930801896
4188,DAVENPORT RD AT DARTNELL AVE EAST SIDE,Tarragon Theatre,Performing Arts,0.0008361849415650035
4189,KENNEDY RD AT KENMARK BLVD,Scarborough Museum,Museum,0.03176578474234762
4190,49 THORNCLIFFE PARK DR,Ontario Science Centre,Attraction,0.016632454624905903
4191,OPPOSITE 1859 KINGSTON RD,Rosetta McClain Gardens,Nature/ Park,0.005576988426601386
4192,LYNEDOCK CRES AT ROYWOOD DR,CF Fairview Mall,Landmark,0.02684570940105291
4193,DUFFERIN ST AT EVERSFIELD RD SOUTH SIDE,Solar Stage Children's Theatre,Performing Arts,0.023465184769774345
4194,MARKHAM RD AT ROCHMAN BLVD SOUTH SIDE,Cedar Ridge Creative Centre,Gallery,0.02071363691312869
4195,DUPONT ST AT LANSDOWNE AVE,Museum of Contemporary Canadian Art,Gallery,0.01025471238234371
4196,HORNER AVE AT ALDERBRAE AVE,Marie Curtis Park East Beach,Nature/ Park,0.013875214220788891
4197,BURNHAMTHORPE RD AT SILVER SHADOW PATH,Centennial Park Conservatory,Nature/ Park,0.013754690658621792
4198,LAWRENCE AVE EAST AT THE DONWAY WEST,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.011753595453965529
4199,NEILSON RD AT SHEPPARD AVE EAST,Chinese Cultural Centre of Greater Toronto,Attraction,0.015961372076019685
4200,ROYAL YORK RD AT LA ROSE AVE,James Garden Park,Garden / Conservatory,0.015532443180487422
4201,SHEPPARD AVE WEST AT BANTING AVE,Downsview Park,Nature/ Park,0.01973532258305492
4202,1120 BIRCHMOUNT RD,Scarborough Museum,Museum,0.033640152748126935
4203,BLOOR ST EAST AT SHERBOURNE ST,Betty Oliphant Theatre (at Canada's National Ballet School),Performing Arts,0.006313355352904224
4204,DON MILLS RD AT MCNICOLL AVE,Historic Zion Schoolhouse,Museum,0.011650663753189825
4205,WELLESWORTH DR AT TORRINGTON DR,Centennial Park,Nature/ Park,0.010910315868791686
4206,JANE ST AT WILSON AVE NORTH SIDE,Downsview Park,Nature/ Park,0.040249369472337974
4207,ISLINGTON AVE AT MILADY RD,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.043546764077161564
4208,BRIMLEY RD AT BRIMORTON DR,Scarborough Museum,Museum,0.0058934573570323156
4209,JONES AVE AT MYRTLE AVE,Riverdale Park (East and West),Nature/ Park,0.018045103626359617
4210,BAYVIEW AVE AT VALLEY RD,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.02623252250148752
4211,CROW TRAIL AT CARRYING PL,Chinese Cultural Centre of Greater Toronto,Attraction,0.012169535982805813
4212,VICTORIA PARK AVE AT ERNEST AVE,CF Fairview Mall,Landmark,0.018030431775265702
4213,LAKE SHORE BLVD WEST AT SUPERIOR AVE,Humber Bay Park (Humber Bay Butterfly Habitat),Nature/ Park,0.009762605821383318
4214,O'CONNOR DR AT MILTON RD WEST SIDE,Ontario Science Centre,Attraction,0.021940631667516856
4215,103 ORFUS RD,Yorkdale Mall,Landmark,0.017819672915485165
4216,STEELES AVE WEST AT TANDEM RD,Black Creek Pioneer Village,Museum,0.02857388560776557
4217,MORTIMER AVE AT BROADVIEW AVE EAST SIDE,The Danforth Music Hall,Performing Arts,0.00574070152201899
4218,BATHURST ST AT GLENGROVE AVE,Yorkdale Mall,Landmark,0.02640900458525741
4219,BELLAMY RD NORTH AT EGLINTON AVE EAST - EGLINTON GO STATION,Scarborough Village Theatre,Performing Arts,0.0158074358469034
4220,TORYORK DR AT MILVAN DR,Black Creek Pioneer Village,Museum,0.04833864380102015
4221,AVENUE RD AT BROOKE AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.021088199310255844
4222,KINGSTON RD AT MANDERLEY DR,Rosetta McClain Gardens,Nature/ Park,0.01713945326582589
4223,LESLIE ST AT THORNY VINEWAY (SOUTH) NORTH SIDE,Historic Zion Schoolhouse,Museum,0.007653445031039206
4224,OPPOSITE 900 THE EAST MALL,Centennial Park,Nature/ Park,0.01822537027859133
4225,DUNDAS ST WEST AT HUMBERSIDE AVE,Taras H. Shevchenko Museum,Museum,0.005126608527376374
4226,HUNTINGWOOD DR AT HARFLEUR RD,CF Fairview Mall,Landmark,0.04624629061247003
4227,FINCH AVE EAST AT BRIDLETOWNE CIRCLE (WEST),CF Fairview Mall,Landmark,0.03001864863125032
4228,BATHURST ST AT DOUGLAS AVE,Yorkdale Mall,Landmark,0.022522267052151806
4229,NEILSON RD AT MILITARY TRAIL SOUTH SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.026781562253133256
4230,CONCORDE PL AT MCDONALDS PL,Aga Khan Museum,Museum,0.0035620584778619747
4231,MAPLE LEAF DR AT LISCOMBE RD,James Garden Park,Garden / Conservatory,0.04146631708559021
4232,DAVENPORT RD AT BAY ST,Village of Yorkville Park,Nature/ Park,0.0012073484183905549
4233,BAYVIEW AVE AT SHEPPARD AVE EAST (BAYVIEW STATION),Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.025622842713605706
4234,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,Rosetta McClain Gardens,Nature/ Park,0.017989465391621353
4235,CHRISTIE ST AT ST CLAIR AVE WEST,Solar Stage Children's Theatre,Performing Arts,0.0017077443535480038
4236,DOROTHY ST AT GREENWOOD AVE,Tommy Thompson Park,Nature/ Park,0.013675065372028635
4237,DUNDAS ST WEST AT PACIFIC AVE,High Park,Nature/ Park,0.01094066887967818
4238,OPPOSITE 4981 BATHURST ST,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.00973449783331543
4239,THE WESTWAY AT TREHORNE DR,James Garden Park,Garden / Conservatory,0.026904113253951836
4240,PARLIAMENT ST AT DUNDAS ST EAST,Alumnae Theatre,Performing Arts,0.005057596868645336
4241,O'CONNOR DR AT CURITY AVE,Aga Khan Museum,Museum,0.02830290702320422
4242,AIRPORT RD AT AMERICAN DR,Toronto Pearson International Airport,Transportation,0.014415141436178936
4243,JANE ST AT DUNDAS ST WEST SOUTH SIDE,The Village Playhouse,Performing Arts,0.020112028709086533
4244,KIPLING AVE AT WARNICA AVE,Famous PEOPLE Players,Performing Arts,0.009084803639578184
4245,PELMO CRES AT LONGVIEW DR,James Garden Park,Garden / Conservatory,0.03777891838968972
4246,CHRISTIE ST AT DAVENPORT RD,Artscape Wychwood Barns,Landmark,0.006417943212385311
4247,THE WEST MALL AT BURNHAMTHORPE RD,Centennial Park Conservatory,Nature/ Park,0.021737576155660708
4248,EVANS AVE AT CARNARVON AVE,Famous PEOPLE Players,Performing Arts,0.017514887082733126
4249,PHARMACY AVE AT DEWEY DR,Aga Khan Museum,Museum,0.03557525972432305
4250,GERRARD ST EAST AT MAIN ST,Kew Gardens Park,Nature/ Park,0.012125023578516449
4251,KENNEDY RD AT COLLINGWOOD ST,Scarborough Museum,Museum,0.03774848036219946
4252,FINCH AVE WEST AT TOBERMORY DR,Black Creek Pioneer Village,Museum,0.020087423307572128
4253,DUFFERIN ST AT HOPE ST,Solar Stage Children's Theatre,Performing Arts,0.02080424626003233
4254,DUFFERIN ST AT WHITLEY AVE,Yorkdale Mall,Landmark,0.007215583622132044
4255,JANE ST AT RAVEN RD NORTH SIDE,James Garden Park,Garden / Conservatory,0.041473385293144246
4256,BLOOR ST WEST AT MILL RD,Centennial Park Conservatory,Nature/ Park,0.023409075450191906
4257,CURITY AVE AT O'CONNOR DR NORTH SIDE,Aga Khan Museum,Museum,0.027910686536783864
4258,COXWELL AVE AT EASTWOOD RD,Woodbine Beach,Nature/ Park,0.012250222418202943
4259,LAKE SHORE BLVD WEST AT LONG BRANCH AVE,Marie Curtis Park East Beach,Nature/ Park,0.010658045626871651
4260,ST CLAIR AVE WEST AT SYMES RD,The Village Playhouse,Performing Arts,0.01701187524443459
4261,BAYVIEW AVE AT KILGOUR RD (CNIB),Alexander Muir Memorial Gardens,Nature/ Park,0.02353815390318398
4262,BAY ST AT WELLESLEY ST WEST SOUTH SIDE,Toronto Police Museum & Discovery Centre,Museum,0.0022512469323165652
4263,HARBORD ST AT BATHURST ST,Randolph Centre for the Arts,Performing Arts,0.0041317868831049235
4264,DUNDAS ST WEST AT WINDERMERE AVE,The Village Playhouse,Performing Arts,0.016344391745309546
4265,BROADVIEW AVE AT COSBURN AVE SOUTH SIDE,Todmorden Mills Heritage Site,Landmark,0.004653063343540847
4266,60 SOUTHPORT ST,Colborne Lodge,Museum,0.014201701310485522
4267,MIDLAND AVE AT MARCOS BLVD,Scarborough Museum,Museum,0.015348093711555667
4268,689 WARDEN AVE,Rosetta McClain Gardens,Nature/ Park,0.02484772185189352
4269,MIDDLEFIELD RD AT COMPASS CRT,Chinese Cultural Centre of Greater Toronto,Attraction,0.023983757581774016
4270,HIGHLAND AVE AT GLEN RD,Evergreen Brick Works,Attraction,0.009856747690932123
4271,NUGGET AVE AT SHORTING RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.017945282647576114
4272,SHEPPARD AVE WEST AT MAGELLAN DR,Downsview Park,Nature/ Park,0.03186062780898716
4273,FLEMINGTON RD AT STOCKTON RD NORTH SIDE,Yorkdale Mall,Landmark,0.00723993625274877
4274,HUMBERLINE DR AT FINCH AVE WEST SOUTH SIDE,BAPS Shri Swaminarayan Mandir,Landmark,0.0096118983953329
4275,YONGE BLVD AT WILSON AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.022509771009811413
4276,PHARMACY AVE AT EGLINTON AVE EAST,Aga Khan Museum,Museum,0.03446884635676426
4277,STEELES AVE WEST AT KLONDIKE DR,Black Creek Pioneer Village,Museum,0.03506595654445015
4278,BLOOR ST WEST AT SPADINA RD,Al Green Theatre (at the Miles Nadal Jewish Community Centre),Performing Arts,0.0014625244145680266
4279,100 WYNFORD DR (BELL CANADA),Aga Khan Museum,Museum,0.000772771705837896
4280,QUEEN ST EAST AT PARLIAMENT ST,Alumnae Theatre,Performing Arts,0.0010563468664323479
4281,HORNER AVE AT THIRTIETH ST,Marie Curtis Park East Beach,Nature/ Park,0.017701877380226803
4282,1111 ARROW RD,Black Creek Pioneer Village,Museum,0.030412070069804814
4283,MILLWOOD RD AT MCRAE DR,Todmorden Mills Heritage Site,Landmark,0.018159038312439008
4284,VICTORIA PARK AVE AT PACHINO BLVD NORTH SIDE,CF Fairview Mall,Landmark,0.03213113873809806
4285,5310 FINCH AVE EAST,Chinese Cultural Centre of Greater Toronto,Attraction,0.022736055929236616
4286,YONGE ST AT ROSLIN AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.006216640973940129
4287,BRIMLEY RD AT EAGLEDANCE DR,Chinese Cultural Centre of Greater Toronto,Attraction,0.05965189969745363
4288,VARNA DR AT TUNDRA LANE,Yorkdale Mall,Landmark,0.015014164722707725
4289,BANNATYNE DR AT RIDERWOOD DR,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.022557707135048555
4290,MCCOWAN RD AT PITFIELD RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.02591449119135732
4291,O'CONNOR DR AT YARDLEY AVE EAST SIDE,Aga Khan Museum,Museum,0.02871660727934311
4292,DUFFERIN ST AT MELBOURNE AVE,Medieval Times Dinner and Tournament,Performing Arts,0.00656680722697012
4293,MARKHAM RD AT GREENCEDAR CIRCT,Scarborough Village Theatre,Performing Arts,0.018051222698438264
4294,DUPONT ST AT KENDAL AVE,Tarragon Theatre,Performing Arts,0.004210042333494653
4295,BAYVIEW AVE AT GLENVALE BLVD,Alexander Muir Memorial Gardens,Nature/ Park,0.024348094696526032
4296,3030 BIRCHMOUNT RD (SCARBOROUGH HOSPITAL BIRCHMOUNT CAMPUS),CF Fairview Mall,Landmark,0.04250939155961055
4297,250 DAVENPORT RD,Koerner Hall (at the Telus Centre for Performance and Learning),Performing Arts,0.005216213581136834
4298,MANIZA RD AT POWELL RD,Yorkdale Mall,Landmark,0.01692722672198677
4299,RUNNYMEDE LOOP AT DUNDAS ST WEST,The Village Playhouse,Performing Arts,0.014427602439750222
4300,SHORNCLIFFE RD AT DUNDAS ST WEST SOUTH SIDE,CF Sherway Gardens,Landmark,0.02170820721732176
4301,LAWRENCE AVE WEST AT DUVAL DR,Yorkdale Mall,Landmark,0.02985508165238546
4302,STEELES AVE EAST AT CONACHER DR,Gibson House Museum,Museum,0.03360901239591534
4303,WILSON AVE AT APEX LANE,Downsview Park,Nature/ Park,0.020189144597613187
4304,ROSELAWN AVE AT BATHURST ST EAST SIDE,Solar Stage Children's Theatre,Performing Arts,0.023364164106263602
4305,CACTUS AVE AT GREEN BUSH RD WEST SIDE,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.02717486356873427
4306,ST CLAIR AVE EAST AT SANTAMONICA BLVD,Rosetta McClain Gardens,Nature/ Park,0.025112596082170754
4307,THE WEST MALL CRES AT THE WEST MALL WEST SIDE,CF Sherway Gardens,Landmark,0.013527950055098483
4308,KINGSTON RD AT FRANKLIN AVE WEST SIDE,Rouge National Urban Park,Nature/ Park,0.03470298057075543
4309,JONES AVE AT STRATHCONA AVE,Riverdale Park (East and West),Nature/ Park,0.015904259338583564
4310,DUFFERIN ST AT AUBURN AVE,Solar Stage Children's Theatre,Performing Arts,0.019185355459692712
4311,STEELES AVE WEST AT MARKBROOK LANE,Humber Arboretum,Nature/ Park,0.035208710390287265
4312,PARLIAMENT ST AT HOWARD ST SOUTH SIDE,Winchester Street Theatre,Performing Arts,0.004853225537877452
4313,BATHURST ST AT ARDMORE RD,Artscape Wychwood Barns,Landmark,0.011712156761445842
4314,MIDLAND AVE AT MIDLAND STATION,Scarborough Museum,Museum,0.01880913027528951
4315,MCCOWAN RD AT BELLECHASSE ST NORTH SIDE,Scarborough Museum,Museum,0.009078858971426332
4316,SHEPPARD AVE EAST AT GATEFORTH DR,Chinese Cultural Centre of Greater Toronto,Attraction,0.0032591120657534246
4317,SCARLETT RD AT CHAPMAN RD NORTH SIDE,James Garden Park,Garden / Conservatory,0.01600645008363013
4318,LANSDOWNE AVE AT BLOOR ST WEST,Museum of Contemporary Canadian Art,Gallery,0.003491821930864138
4319,781 WARDEN AVE,Rosetta McClain Gardens,Nature/ Park,0.04003969191285049
4320,MILNER AVE AT SCUNTHORPE RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.010222874095471832
4321,DAVENPORT RD AT LANSDOWNE AVE,Taras H. Shevchenko Museum,Museum,0.014803957618932589
4322,JONES AVE AT MYRTLE AVE SOUTH SIDE,Riverdale Park (East and West),Nature/ Park,0.01791252916556791
4323,ALNESS ST AT DOLOMITE DR,Downsview Park,Nature/ Park,0.03093783455142206
4324,12 THORNCLIFFE PARK DR,Ontario Science Centre,Attraction,0.01767279285576473
4325,MCCOWAN RD AT DEVONSHIRE AVE,Chinese Cultural Centre of Greater Toronto,Attraction,0.060801290374272364
4326,50 TORYORK DR,Black Creek Pioneer Village,Museum,0.036205302622342686
4327,SENTINEL RD AT LAMBERTON BLVD,Downsview Park,Nature/ Park,0.021372935737085867
4328,BROADVIEW AVE AT CHESTER HILL RD,The Danforth Music Hall,Performing Arts,0.003323794913482601
4329,1165 LESLIE ST,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.01125465718671656
4330,DIXON RD AT CARLINGVIEW DR,Toronto Congress Centre,Convention & Trade Centres,0.01829404644082356
4331,BRIMLEY RD AT STEELES AVE EAST SOUTH SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.06238330549475849
4332,BLOOR ST WEST AT PEACOCK AVE,CF Sherway Gardens,Landmark,0.02270477151760912
4333,MILNER AVE AT NOVOPHARM CRT,Chinese Cultural Centre of Greater Toronto,Attraction,0.006336628380763569
4334,CLONMORE DR AT QUEENSBURY AVE,Balmy Beach Park,Nature/ Park,0.020456876319236837
4335,NEILSON RD AT MILITARY TRAIL,Chinese Cultural Centre of Greater Toronto,Attraction,0.026652145677302293
4336,MORNINGSIDE AVE AT GREYABBEY TRAIL NORTH SIDE,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,0.01224346511134777
4337,KEELE ST AT GEORGE APPLETON WAY,Downsview Park,Nature/ Park,0.023974700221723207
4338,BROADVIEW AVE AT BATER AVE,Todmorden Mills Heritage Site,Landmark,0.004575005625779859
4339,JESMOND AVE AT OAKWOOD AVE,Solar Stage Children's Theatre,Performing Arts,0.01719865407255266
